sourceId,referenceTimestamp,value,unit,lon,lat
SN30875,2025-01-06 18:00:00+00:00,11.7,mm,8.9865101,59.8104756
SN31550,2025-01-06 18:00:00+00:00,13.9,mm,8.3265,59.8295
SN20301,2025-01-06 18:00:00+00:00,7.7,mm,10.2478,60.1665
SN26840,2025-01-06 18:00:00+00:00,2.0,mm,10.0123,59.7658
SN30860,2025-01-06 18:00:00+00:00,15.2,mm,9.058,59.8861
SN26500,2025-01-06 18:00:00+00:00,1.788646483658113,mm,9.9728,59.9202
SN28380,2025-01-06 18:00:00+00:00,19.0,mm,9.6377,59.6247
SN24710,2025-01-06 18:00:00+00:00,8.0,mm,9.605,60.383
SN26872,2025-01-06 18:00:00+00:00,8.7,mm,10.1705,59.7523
SN26630,2025-01-06 18:00:00+00:00,10.8,mm,9.8728,59.7323
SN26898,2025-01-06 18:00:00+00:00,10.7,mm,10.1382,59.7538
SN31250,2025-01-06 18:00:00+00:00,3.5,mm,8.3755,59.9958
SN21680,2025-01-06 18:00:00+00:00,12.1,mm,10.0358,60.9345
SN32220,2025-01-06 18:00:00+00:00,9.8,mm,8.9837,59.5022
SN32060,2025-01-06 18:00:00+00:00,7.2,mm,9.2128,59.3822
SN26594,2025-01-06 18:00:00+00:00,10.6,mm,10.1973,59.7327
SN28922,2025-01-06 18:00:00+00:00,16.7,mm,9.1468,60.0435
SN26900,2025-01-06 18:00:00+00:00,12.5,mm,10.1206179,59.7538274
SN26765,2025-01-06 18:00:00+00:00,12.9,mm,10.1273764,59.5100536
SN29350,2025-01-06 18:00:00+00:00,18.0,mm,8.7057,60.255
SN26894,2025-01-06 18:00:00+00:00,10.9,mm,10.1672,59.7413
SN30810,2025-01-06 18:00:00+00:00,7.9,mm,9.02453,59.723778
SN23420,2025-01-06 18:00:00+00:00,9.4,mm,9.224,60.9785
SN27316,2025-01-06 18:00:00+00:00,1.788646483658113,mm,10.2692,59.371
SN24890,2025-01-06 18:00:00+00:00,7.5,mm,9.1323323,60.5669244
SN27057,2025-01-06 18:00:00+00:00,13.2,mm,10.2638442,59.5650719
SN26862,2025-01-06 18:00:00+00:00,10.5,mm,10.2118,59.744
SN31520,2025-01-06 18:00:00+00:00,15.7,mm,8.314218,59.8356592
SN26864,2025-01-06 18:00:00+00:00,11.6,mm,10.195,59.7497
SN19958,2025-01-06 18:00:00+00:00,14.3,mm,10.2937,59.8953
SN26990,2025-01-06 18:00:00+00:00,19.8,mm,10.2150378,59.6193334
SN23800,2025-01-06 18:00:00+00:00,8.2,mm,8.3807,61.1973
SN27212,2025-01-06 18:00:00+00:00,1.788646483658113,mm,10.2087,59.4173
SN26580,2025-01-06 18:00:00+00:00,15.8,mm,10.2142049,59.7310381
SN26590,2025-01-06 18:00:00+00:00,17.8,mm,10.2312,59.7445
SN26790,2025-01-06 18:00:00+00:00,8.2,mm,10.0275,59.7498
SN31500,2025-01-06 18:00:00+00:00,17.3,mm,8.3477,59.8247
SN27010,2025-01-06 18:00:00+00:00,1.788646483658113,mm,10.146,59.713
SN23550,2025-01-06 18:00:00+00:00,5.0,mm,8.9225701,61.2509419
SN27015,2025-01-06 18:00:00+00:00,11.5,mm,10.1458,59.7192
SN26802,2025-01-06 18:00:00+00:00,18.5,mm,10.0258,59.7328
SN27214,2025-01-06 18:00:00+00:00,1.788646483658113,mm,10.2799816,59.4109629
SN26060,2025-01-06 18:00:00+00:00,6.8,mm,9.8948,59.8387
SN30530,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,9.2643,59.5688
SN13060,2025-01-07 06:00:00+00:00,14.2,mm,10.1732,61.2732
SN25100,2025-01-07 06:00:00+00:00,11.1,mm,8.5285,60.8703
SN19930,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,10.0563,59.86835
SN30380,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,9.5337,59.4558
SN29600,2025-01-07 06:00:00+00:00,19.5,mm,8.7511,60.4629
SN24960,2025-01-07 06:00:00+00:00,6.1,mm,8.9478,60.7188
SN25320,2025-01-07 06:00:00+00:00,15.7,mm,8.5609,60.6391
SN31850,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,8.7124579,59.6047213
SN26670,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,9.9534,59.62515
SN23720,2025-01-07 06:00:00+00:00,12.8,mm,8.569,61.124
SN24600,2025-01-07 06:00:00+00:00,11.4,mm,9.5958,60.137
SN31410,2025-01-07 06:00:00+00:00,18.0,mm,8.6663,59.88
SN31900,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,8.8083264,59.7464781
SN22840,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,9.4905,60.8346
SN31080,2025-01-07 06:00:00+00:00,16.4,mm,8.7011124,60.1284309
SN23560,2025-01-07 06:00:00+00:00,7.9,mm,8.8557,61.2433
SN22730,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,9.7238,60.6197
SN32350,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,8.3752026,59.6467898
SN27301,2025-01-07 06:00:00+00:00,1.7958609783254829,mm,10.2501,59.3562
SN23800,2025-01-07 18:00:00+00:00,8.7,mm,8.3807,61.1973
SN26898,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.1382,59.7538
SN30875,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,8.9865101,59.8104756
SN27073,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.242283,59.4979054
SN26894,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.1672,59.7413
SN26862,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2118,59.744
SN26872,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.1705,59.7523
SN21680,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.0358,60.9345
SN26802,2025-01-07 18:00:00+00:00,10.7,mm,10.0258,59.7328
SN27015,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.1458,59.7192
SN26990,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2150378,59.6193334
SN27057,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2638442,59.5650719
SN27212,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2087,59.4173
SN28380,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,9.6377,59.6247
SN23420,2025-01-07 18:00:00+00:00,9.9,mm,9.224,60.9785
SN19958,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2937,59.8953
SN26500,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,9.9728,59.9202
SN26630,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,9.8728,59.7323
SN23550,2025-01-07 18:00:00+00:00,5.3,mm,8.9225701,61.2509419
SN26790,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.0275,59.7498
SN29350,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,8.7057,60.255
SN31520,2025-01-07 18:00:00+00:00,15.1,mm,8.314218,59.8356592
SN26060,2025-01-07 18:00:00+00:00,11.2,mm,9.8948,59.8387
SN27010,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.146,59.713
SN26864,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.195,59.7497
SN24890,2025-01-07 18:00:00+00:00,16.6,mm,9.1323323,60.5669244
SN26590,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2312,59.7445
SN26580,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2142049,59.7310381
SN26765,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.1273764,59.5100536
SN27214,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2799816,59.4109629
SN27040,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2095741,59.5975
SN30810,2025-01-07 18:00:00+00:00,10.2,mm,9.02453,59.723778
SN30860,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,9.058,59.8861
SN31500,2025-01-07 18:00:00+00:00,16.9,mm,8.3477,59.8247
SN31250,2025-01-07 18:00:00+00:00,3.8,mm,8.3755,59.9958
SN31550,2025-01-07 18:00:00+00:00,20.9,mm,8.3265,59.8295
SN23500,2025-01-07 18:00:00+00:00,8.6,mm,9.063,61.122
SN26840,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.0123,59.7658
SN26594,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.1973,59.7327
SN24710,2025-01-07 18:00:00+00:00,19.0,mm,9.605,60.383
SN31210,2025-01-07 18:00:00+00:00,9.7,mm,8.2667,60.1
SN32060,2025-01-07 18:00:00+00:00,15.0,mm,9.2128,59.3822
SN26900,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.1206179,59.7538274
SN20301,2025-01-07 18:00:00+00:00,9.5,mm,10.2478,60.1665
SN28922,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,9.1468,60.0435
SN27316,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,10.2692,59.371
SN32220,2025-01-07 18:00:00+00:00,1.8030754729928529,mm,8.9837,59.5022
SN31080,2025-01-08 06:00:00+00:00,6.6,mm,8.7011124,60.1284309
SN13060,2025-01-08 06:00:00+00:00,5.1,mm,10.1732,61.2732
SN25320,2025-01-08 06:00:00+00:00,4.8,mm,8.5609,60.6391
SN26670,2025-01-08 06:00:00+00:00,1.8102899676602229,mm,9.9534,59.62515
SN25100,2025-01-08 06:00:00+00:00,1.5,mm,8.5285,60.8703
SN23720,2025-01-08 06:00:00+00:00,2.8,mm,8.569,61.124
SN29600,2025-01-08 06:00:00+00:00,8.5,mm,8.7511,60.4629
SN24600,2025-01-08 06:00:00+00:00,3.0,mm,9.5958,60.137
SN31850,2025-01-08 06:00:00+00:00,4.8,mm,8.7124579,59.6047213
SN22840,2025-01-08 06:00:00+00:00,10.5,mm,9.4905,60.8346
SN30380,2025-01-08 06:00:00+00:00,15.0,mm,9.5337,59.4558
SN31900,2025-01-08 06:00:00+00:00,5.5,mm,8.8083264,59.7464781
SN32350,2025-01-08 06:00:00+00:00,4.1,mm,8.3752026,59.6467898
SN23560,2025-01-08 06:00:00+00:00,0.0,mm,8.8557,61.2433
SN24960,2025-01-08 06:00:00+00:00,2.7,mm,8.9478,60.7188
SN27301,2025-01-08 06:00:00+00:00,1.8102899676602229,mm,10.2501,59.3562
SN31410,2025-01-08 06:00:00+00:00,6.1,mm,8.6663,59.88
SN19930,2025-01-08 06:00:00+00:00,1.8102899676602229,mm,10.0563,59.86835
SN22730,2025-01-08 06:00:00+00:00,20.2,mm,9.7238,60.6197
SN30530,2025-01-08 06:00:00+00:00,2.1,mm,9.2643,59.5688
SN26060,2025-01-08 18:00:00+00:00,0.7,mm,9.8948,59.8387
SN27040,2025-01-08 18:00:00+00:00,0.0,mm,10.2095741,59.5975
SN27214,2025-01-08 18:00:00+00:00,0.0,mm,10.2799816,59.4109629
SN26580,2025-01-08 18:00:00+00:00,0.6,mm,10.2142049,59.7310381
SN26765,2025-01-08 18:00:00+00:00,0.1,mm,10.1273764,59.5100536
SN26590,2025-01-08 18:00:00+00:00,0.8,mm,10.2312,59.7445
SN26630,2025-01-08 18:00:00+00:00,0.0,mm,9.8728,59.7323
SN26790,2025-01-08 18:00:00+00:00,0.2,mm,10.0275,59.7498
SN27073,2025-01-08 18:00:00+00:00,0.0,mm,10.242283,59.4979054
SN26500,2025-01-08 18:00:00+00:00,11.2,mm,9.9728,59.9202
SN26894,2025-01-08 18:00:00+00:00,0.4,mm,10.1672,59.7413
SN27057,2025-01-08 18:00:00+00:00,0.2,mm,10.2638442,59.5650719
SN27212,2025-01-08 18:00:00+00:00,0.0,mm,10.2087,59.4173
SN28380,2025-01-08 18:00:00+00:00,0.2,mm,9.6377,59.6247
SN26898,2025-01-08 18:00:00+00:00,0.4,mm,10.1382,59.7538
SN26872,2025-01-08 18:00:00+00:00,0.3,mm,10.1705,59.7523
SN26990,2025-01-08 18:00:00+00:00,0.4,mm,10.2150378,59.6193334
SN26802,2025-01-08 18:00:00+00:00,0.4,mm,10.0258,59.7328
SN26862,2025-01-08 18:00:00+00:00,0.3,mm,10.2118,59.744
SN26864,2025-01-08 18:00:00+00:00,0.7,mm,10.195,59.7497
SN27015,2025-01-08 18:00:00+00:00,0.1,mm,10.1458,59.7192
SN27316,2025-01-08 18:00:00+00:00,0.0,mm,10.2692,59.371
SN32220,2025-01-08 18:00:00+00:00,0.0,mm,8.9837,59.5022
SN26594,2025-01-08 18:00:00+00:00,0.2,mm,10.1973,59.7327
SN26900,2025-01-08 18:00:00+00:00,0.5,mm,10.1206179,59.7538274
SN27010,2025-01-08 18:00:00+00:00,0.9,mm,10.146,59.713
SN26840,2025-01-08 18:00:00+00:00,0.0,mm,10.0123,59.7658
SN28922,2025-01-08 18:00:00+00:00,0.0,mm,9.1468,60.0435
SN19958,2025-01-08 18:00:00+00:00,1.0,mm,10.2937,59.8953
SN31550,2025-01-08 18:00:00+00:00,8.0,mm,8.3265,59.8295
SN24890,2025-01-08 18:00:00+00:00,0.0,mm,9.1323323,60.5669244
SN23420,2025-01-08 18:00:00+00:00,0.2,mm,9.224,60.9785
SN23800,2025-01-08 18:00:00+00:00,0.6,mm,8.3807,61.1973
SN31250,2025-01-08 18:00:00+00:00,0.0,mm,8.3755,59.9958
SN23500,2025-01-08 18:00:00+00:00,0.0,mm,9.063,61.122
SN21680,2025-01-08 18:00:00+00:00,3.0,mm,10.0358,60.9345
SN31520,2025-01-08 18:00:00+00:00,0.0,mm,8.314218,59.8356592
SN30860,2025-01-08 18:00:00+00:00,0.1,mm,9.058,59.8861
SN32060,2025-01-08 18:00:00+00:00,0.1,mm,9.2128,59.3822
SN20301,2025-01-08 18:00:00+00:00,2.7,mm,10.2478,60.1665
SN30810,2025-01-08 18:00:00+00:00,0.0,mm,9.02453,59.723778
SN24710,2025-01-08 18:00:00+00:00,1.0,mm,9.605,60.383
SN29350,2025-01-08 18:00:00+00:00,0.9,mm,8.7057,60.255
SN31210,2025-01-08 18:00:00+00:00,0.0,mm,8.2667,60.1
SN23550,2025-01-08 18:00:00+00:00,0.1,mm,8.9225701,61.2509419
SN30875,2025-01-08 18:00:00+00:00,0.0,mm,8.9865101,59.8104756
SN31500,2025-01-08 18:00:00+00:00,0.4,mm,8.3477,59.8247
SN19930,2025-01-09 06:00:00+00:00,0.0,mm,10.0563,59.86835
SN29600,2025-01-09 06:00:00+00:00,0.0,mm,8.7511,60.4629
SN26670,2025-01-09 06:00:00+00:00,0.0,mm,9.9534,59.62515
SN31080,2025-01-09 06:00:00+00:00,0.0,mm,8.7011124,60.1284309
SN24960,2025-01-09 06:00:00+00:00,0.0,mm,8.9478,60.7188
SN23560,2025-01-09 06:00:00+00:00,0.0,mm,8.8557,61.2433
SN23720,2025-01-09 06:00:00+00:00,0.0,mm,8.569,61.124
SN27301,2025-01-09 06:00:00+00:00,0.0,mm,10.2501,59.3562
SN31850,2025-01-09 06:00:00+00:00,0.0,mm,8.7124579,59.6047213
SN24600,2025-01-09 06:00:00+00:00,0.0,mm,9.5958,60.137
SN30530,2025-01-09 06:00:00+00:00,0.0,mm,9.2643,59.5688
SN32350,2025-01-09 06:00:00+00:00,0.0,mm,8.3752026,59.6467898
SN30380,2025-01-09 06:00:00+00:00,0.0,mm,9.5337,59.4558
SN31900,2025-01-09 06:00:00+00:00,0.0,mm,8.8083264,59.7464781
SN22730,2025-01-09 06:00:00+00:00,0.0,mm,9.7238,60.6197
SN31410,2025-01-09 06:00:00+00:00,0.0,mm,8.6663,59.88
SN25320,2025-01-09 06:00:00+00:00,0.0,mm,8.5609,60.6391
SN13060,2025-01-09 06:00:00+00:00,0.2,mm,10.1732,61.2732
SN22840,2025-01-09 06:00:00+00:00,0.1,mm,9.4905,60.8346
SN25100,2025-01-09 06:00:00+00:00,0.0,mm,8.5285,60.8703
SN27010,2025-01-09 18:00:00+00:00,1.8,mm,10.146,59.713
SN19958,2025-01-09 18:00:00+00:00,0.2,mm,10.2937,59.8953
SN24710,2025-01-09 18:00:00+00:00,0.7,mm,9.605,60.383
SN26840,2025-01-09 18:00:00+00:00,0.6,mm,10.0123,59.7658
SN26862,2025-01-09 18:00:00+00:00,0.2,mm,10.2118,59.744
SN30810,2025-01-09 18:00:00+00:00,2.7,mm,9.02453,59.723778
SN30875,2025-01-09 18:00:00+00:00,3.2,mm,8.9865101,59.8104756
SN27212,2025-01-09 18:00:00+00:00,0.5,mm,10.2087,59.4173
SN27015,2025-01-09 18:00:00+00:00,0.8,mm,10.1458,59.7192
SN24890,2025-01-09 18:00:00+00:00,0.2,mm,9.1323323,60.5669244
SN27214,2025-01-09 18:00:00+00:00,0.3,mm,10.2799816,59.4109629
SN26900,2025-01-09 18:00:00+00:00,0.8,mm,10.1206179,59.7538274
SN26864,2025-01-09 18:00:00+00:00,0.5,mm,10.195,59.7497
SN26580,2025-01-09 18:00:00+00:00,0.7,mm,10.2142049,59.7310381
SN23420,2025-01-09 18:00:00+00:00,0.5,mm,9.224,60.9785
SN26590,2025-01-09 18:00:00+00:00,0.8,mm,10.2312,59.7445
SN26594,2025-01-09 18:00:00+00:00,0.2,mm,10.1973,59.7327
SN23800,2025-01-09 18:00:00+00:00,0.9,mm,8.3807,61.1973
SN32220,2025-01-09 18:00:00+00:00,0.8,mm,8.9837,59.5022
SN26802,2025-01-09 18:00:00+00:00,0.9,mm,10.0258,59.7328
SN20301,2025-01-09 18:00:00+00:00,0.0,mm,10.2478,60.1665
SN26898,2025-01-09 18:00:00+00:00,0.3,mm,10.1382,59.7538
SN31500,2025-01-09 18:00:00+00:00,1.5,mm,8.3477,59.8247
SN30860,2025-01-09 18:00:00+00:00,1.6,mm,9.058,59.8861
SN26060,2025-01-09 18:00:00+00:00,0.1,mm,9.8948,59.8387
SN27316,2025-01-09 18:00:00+00:00,0.0,mm,10.2692,59.371
SN26990,2025-01-09 18:00:00+00:00,2.4,mm,10.2150378,59.6193334
SN26894,2025-01-09 18:00:00+00:00,0.3,mm,10.1672,59.7413
SN27057,2025-01-09 18:00:00+00:00,0.5,mm,10.2638442,59.5650719
SN32060,2025-01-09 18:00:00+00:00,0.4,mm,9.2128,59.3822
SN28380,2025-01-09 18:00:00+00:00,3.0,mm,9.6377,59.6247
SN31520,2025-01-09 18:00:00+00:00,1.0,mm,8.314218,59.8356592
SN27040,2025-01-09 18:00:00+00:00,1.1,mm,10.2095741,59.5975
SN21680,2025-01-09 18:00:00+00:00,1.0,mm,10.0358,60.9345
SN23500,2025-01-09 18:00:00+00:00,0.4,mm,9.063,61.122
SN23550,2025-01-09 18:00:00+00:00,0.4,mm,8.9225701,61.2509419
SN31210,2025-01-09 18:00:00+00:00,1.0,mm,8.2667,60.1
SN31250,2025-01-09 18:00:00+00:00,1.3,mm,8.3755,59.9958
SN27073,2025-01-09 18:00:00+00:00,0.0,mm,10.242283,59.4979054
SN26790,2025-01-09 18:00:00+00:00,0.7,mm,10.0275,59.7498
SN26500,2025-01-09 18:00:00+00:00,0.5,mm,9.9728,59.9202
SN26765,2025-01-09 18:00:00+00:00,0.3,mm,10.1273764,59.5100536
SN26630,2025-01-09 18:00:00+00:00,0.9,mm,9.8728,59.7323
SN28922,2025-01-09 18:00:00+00:00,0.2,mm,9.1468,60.0435
SN26852,2025-01-09 18:00:00+00:00,0.0,mm,10.2258,59.7487
SN31550,2025-01-09 18:00:00+00:00,0.0,mm,8.3265,59.8295
SN29350,2025-01-09 18:00:00+00:00,2.9,mm,8.7057,60.255
SN26872,2025-01-09 18:00:00+00:00,0.3,mm,10.1705,59.7523
SN24600,2025-01-10 06:00:00+00:00,0.4,mm,9.5958,60.137
SN22840,2025-01-10 06:00:00+00:00,0.1,mm,9.4905,60.8346
SN22730,2025-01-10 06:00:00+00:00,1.9,mm,9.7238,60.6197
SN31850,2025-01-10 06:00:00+00:00,1.4,mm,8.7124579,59.6047213
SN23560,2025-01-10 06:00:00+00:00,0.3,mm,8.8557,61.2433
SN23720,2025-01-10 06:00:00+00:00,0.7,mm,8.569,61.124
SN32350,2025-01-10 06:00:00+00:00,0.6,mm,8.3752026,59.6467898
SN31080,2025-01-10 06:00:00+00:00,0.2,mm,8.7011124,60.1284309
SN26670,2025-01-10 06:00:00+00:00,2.0,mm,9.9534,59.62515
SN31410,2025-01-10 06:00:00+00:00,2.4,mm,8.6663,59.88
SN19930,2025-01-10 06:00:00+00:00,0.0,mm,10.0563,59.86835
SN24960,2025-01-10 06:00:00+00:00,0.9,mm,8.9478,60.7188
SN25320,2025-01-10 06:00:00+00:00,2.5,mm,8.5609,60.6391
SN29600,2025-01-10 06:00:00+00:00,0.7,mm,8.7511,60.4629
SN30380,2025-01-10 06:00:00+00:00,0.9,mm,9.5337,59.4558
SN27301,2025-01-10 06:00:00+00:00,0.9,mm,10.2501,59.3562
SN25100,2025-01-10 06:00:00+00:00,0.7,mm,8.5285,60.8703
SN13060,2025-01-10 06:00:00+00:00,0.9,mm,10.1732,61.2732
SN30530,2025-01-10 06:00:00+00:00,1.0,mm,9.2643,59.5688
SN31900,2025-01-10 06:00:00+00:00,2.0,mm,8.8083264,59.7464781
SN26500,2025-01-10 18:00:00+00:00,0.1,mm,9.9728,59.9202
SN26864,2025-01-10 18:00:00+00:00,0.1,mm,10.195,59.7497
SN26765,2025-01-10 18:00:00+00:00,0.4,mm,10.1273764,59.5100536
SN30860,2025-01-10 18:00:00+00:00,0.1,mm,9.058,59.8861
SN26852,2025-01-10 18:00:00+00:00,0.4,mm,10.2258,59.7487
SN26990,2025-01-10 18:00:00+00:00,0.3,mm,10.2150378,59.6193334
SN29350,2025-01-10 18:00:00+00:00,0.4,mm,8.7057,60.255
SN31210,2025-01-10 18:00:00+00:00,0.9,mm,8.2667,60.1
SN19958,2025-01-10 18:00:00+00:00,0.1,mm,10.2937,59.8953
SN32060,2025-01-10 18:00:00+00:00,0.0,mm,9.2128,59.3822
SN23550,2025-01-10 18:00:00+00:00,0.2,mm,8.9225701,61.2509419
SN21680,2025-01-10 18:00:00+00:00,0.3,mm,10.0358,60.9345
SN26594,2025-01-10 18:00:00+00:00,0.1,mm,10.1973,59.7327
SN27057,2025-01-10 18:00:00+00:00,0.1,mm,10.2638442,59.5650719
SN20301,2025-01-10 18:00:00+00:00,0.0,mm,10.2478,60.1665
SN26580,2025-01-10 18:00:00+00:00,0.1,mm,10.2142049,59.7310381
SN26900,2025-01-10 18:00:00+00:00,0.2,mm,10.1206179,59.7538274
SN27073,2025-01-10 18:00:00+00:00,0.0,mm,10.242283,59.4979054
SN31550,2025-01-10 18:00:00+00:00,8.5,mm,8.3265,59.8295
SN27212,2025-01-10 18:00:00+00:00,0.4,mm,10.2087,59.4173
SN24890,2025-01-10 18:00:00+00:00,0.1,mm,9.1323323,60.5669244
SN26630,2025-01-10 18:00:00+00:00,0.1,mm,9.8728,59.7323
SN27316,2025-01-10 18:00:00+00:00,0.7,mm,10.2692,59.371
SN30875,2025-01-10 18:00:00+00:00,0.0,mm,8.9865101,59.8104756
SN23800,2025-01-10 18:00:00+00:00,0.3,mm,8.3807,61.1973
SN27040,2025-01-10 18:00:00+00:00,0.1,mm,10.2095741,59.5975
SN26862,2025-01-10 18:00:00+00:00,0.1,mm,10.2118,59.744
SN26840,2025-01-10 18:00:00+00:00,0.0,mm,10.0123,59.7658
SN26590,2025-01-10 18:00:00+00:00,0.1,mm,10.2312,59.7445
SN26790,2025-01-10 18:00:00+00:00,0.0,mm,10.0275,59.7498
SN30810,2025-01-10 18:00:00+00:00,0.3,mm,9.02453,59.723778
SN26872,2025-01-10 18:00:00+00:00,0.1,mm,10.1705,59.7523
SN26060,2025-01-10 18:00:00+00:00,0.0,mm,9.8948,59.8387
SN31250,2025-01-10 18:00:00+00:00,0.5,mm,8.3755,59.9958
SN26894,2025-01-10 18:00:00+00:00,0.0,mm,10.1672,59.7413
SN26898,2025-01-10 18:00:00+00:00,0.0,mm,10.1382,59.7538
SN27015,2025-01-10 18:00:00+00:00,1.1,mm,10.1458,59.7192
SN27214,2025-01-10 18:00:00+00:00,0.9,mm,10.2799816,59.4109629
SN24710,2025-01-10 18:00:00+00:00,0.5,mm,9.605,60.383
SN32220,2025-01-10 18:00:00+00:00,0.5,mm,8.9837,59.5022
SN27010,2025-01-10 18:00:00+00:00,0.5,mm,10.146,59.713
SN28380,2025-01-10 18:00:00+00:00,1.0,mm,9.6377,59.6247
SN23500,2025-01-10 18:00:00+00:00,0.1,mm,9.063,61.122
SN23420,2025-01-10 18:00:00+00:00,0.1,mm,9.224,60.9785
SN31520,2025-01-10 18:00:00+00:00,0.1,mm,8.314218,59.8356592
SN28922,2025-01-10 18:00:00+00:00,0.3,mm,9.1468,60.0435
SN31500,2025-01-10 18:00:00+00:00,0.0,mm,8.3477,59.8247
SN26802,2025-01-10 18:00:00+00:00,0.0,mm,10.0258,59.7328
SN25100,2025-01-11 06:00:00+00:00,0.0,mm,8.5285,60.8703
SN22730,2025-01-11 06:00:00+00:00,0.1,mm,9.7238,60.6197
SN13060,2025-01-11 06:00:00+00:00,0.0,mm,10.1732,61.2732
SN22840,2025-01-11 06:00:00+00:00,0.0,mm,9.4905,60.8346
SN23560,2025-01-11 06:00:00+00:00,0.0,mm,8.8557,61.2433
SN31900,2025-01-11 06:00:00+00:00,0.0,mm,8.8083264,59.7464781
SN32350,2025-01-11 06:00:00+00:00,0.0,mm,8.3752026,59.6467898
SN26670,2025-01-11 06:00:00+00:00,0.0,mm,9.9534,59.62515
SN23720,2025-01-11 06:00:00+00:00,0.0,mm,8.569,61.124
SN24960,2025-01-11 06:00:00+00:00,0.0,mm,8.9478,60.7188
SN31080,2025-01-11 06:00:00+00:00,0.0,mm,8.7011124,60.1284309
SN25320,2025-01-11 06:00:00+00:00,0.0,mm,8.5609,60.6391
SN19930,2025-01-11 06:00:00+00:00,0.0,mm,10.0563,59.86835
SN31410,2025-01-11 06:00:00+00:00,0.0,mm,8.6663,59.88
SN29600,2025-01-11 06:00:00+00:00,0.0,mm,8.7511,60.4629
SN27301,2025-01-11 06:00:00+00:00,0.0,mm,10.2501,59.3562
SN30380,2025-01-11 06:00:00+00:00,0.0,mm,9.5337,59.4558
SN31850,2025-01-11 06:00:00+00:00,0.0,mm,8.7124579,59.6047213
SN24600,2025-01-11 06:00:00+00:00,0.0,mm,9.5958,60.137
SN30530,2025-01-11 06:00:00+00:00,0.0,mm,9.2643,59.5688
SN26580,2025-01-11 18:00:00+00:00,0.0,mm,10.2142049,59.7310381
SN26500,2025-01-11 18:00:00+00:00,0.0,mm,9.9728,59.9202
SN23800,2025-01-11 18:00:00+00:00,0.0,mm,8.3807,61.1973
SN23550,2025-01-11 18:00:00+00:00,0.0,mm,8.9225701,61.2509419
SN26898,2025-01-11 18:00:00+00:00,0.0,mm,10.1382,59.7538
SN21680,2025-01-11 18:00:00+00:00,0.0,mm,10.0358,60.9345
SN24710,2025-01-11 18:00:00+00:00,0.0,mm,9.605,60.383
SN26840,2025-01-11 18:00:00+00:00,0.0,mm,10.0123,59.7658
SN32220,2025-01-11 18:00:00+00:00,0.0,mm,8.9837,59.5022
SN20301,2025-01-11 18:00:00+00:00,0.0,mm,10.2478,60.1665
SN31520,2025-01-11 18:00:00+00:00,0.0,mm,8.314218,59.8356592
SN27057,2025-01-11 18:00:00+00:00,0.0,mm,10.2638442,59.5650719
SN28922,2025-01-11 18:00:00+00:00,0.0,mm,9.1468,60.0435
SN31500,2025-01-11 18:00:00+00:00,0.4,mm,8.3477,59.8247
SN26594,2025-01-11 18:00:00+00:00,0.0,mm,10.1973,59.7327
SN26590,2025-01-11 18:00:00+00:00,0.0,mm,10.2312,59.7445
SN26852,2025-01-11 18:00:00+00:00,0.0,mm,10.2258,59.7487
