station_name,source_id,lon,lat
E18 GJERDEMYRA,SN34370,9.3126,58.92455
GJERSTAD JERNBANESTASJON,SN35210,9.0263,58.87
EIKELAND,SN35090,9.098,58.8037
E18 SPRANGFOSS BRU,SN34115,9.4837,58.9675
E18 ØSTERHOLTHEIA,SN35110,9.11967,58.851
RISØR BRANNSTASJON,SN35340,9.2111,58.7183
LYNGØR FYR,SN35860,9.1478,58.6362
